name,country_name,longitude,latitude,population,significance
Libertad,Venezuela,8.32709,-69.63093,13251,224776908
Streetly,United Kingdom,52.58333,-1.88333,13251,533811744
Solms,Germany,50.5362,8.40704,13250,612261691
Jinji,China,34.6497,105.89992,13250,139130242
Goyty,Russian Federation,43.16417,45.62278,13250,136403811
Florestópolis,Brazil,-22.86333,-51.38722,13250,90058190
Bouca,Central African Republic,6.50734,18.2767,13250,6318277
Santa Rosa de Lima,El Salvador,13.62472,-87.89361,13249,50328135
Pio Duran,Philippines,13.02928,123.44496,13249,43706197
Palmetto,United States,27.52143,-82.57232,13249,841888862
La Paz,Colombia,10.38439,-73.17332,13249,70653916
Budakeszi,Hungary,47.51083,18.92717,13248,210631916
Pul-e ‘Alam,Afghanistan,33.99529,69.02274,13247,6740185
Pechory,Russian Federation,57.81642,27.6119,13246,136362632
Le Raincy,France,48.89916,2.52298,13246,516996153
Monteroni di Lecce,Italy,40.31929,18.09163,13246,419582973
Wezembeek-Oppem,Belgium,50.8395,4.49427,13245,590652538
Kaharlyk,Ukraine,49.859,30.82327,13245,46690791
Bilariāganj,India,26.19593,83.2269,13244,25172961
Chiang Klang,Thailand,19.29378,100.86169,13244,95211670
Santa Luzia,Brazil,-6.87222,-36.91861,13243,90010612
Lake Forest Park,United States,47.75676,-122.28096,13243,841507601
Zimapan,Mexico,20.73814,-99.3818,13243,110535380
Pianezza,Italy,45.1042,7.55003,13242,419456268
Godella,Spain,39.53333,-0.41667,13240,358316687
Tepetlixpa,Mexico,19.02893,-98.82129,13239,110501993
Kelapa Sawit,Malaysia,1.6698,103.5327,13239,137709351
Port Kennedy,Australia,-32.37342,115.7515,13238,685889295
Yaya,Russian Federation,56.206,86.44,13238,136280275
Bolton upon Dearne,United Kingdom,53.51667,-1.31667,13236,533207475
Luruaco,Colombia,10.61712,-75.15146,13236,70584590
Ankang,China,23.18254,99.74368,13236,138983236
Yelwa,Nigeria,8.83333,9.63333,13234,27752922
Tirumullaivāsal,India,11.23996,79.83705,13234,25153954
Spring Lake,United States,35.16794,-78.97281,13234,840935708
Templestowe Lower,Australia,-37.76667,145.11667,13233,685630234
Schwabmünchen,Germany,48.17928,10.75675,13232,611429939
Saint-Gilles,France,43.67656,4.43024,13231,516410698
Mercerville,United States,40.23705,-74.68655,13230,840681534
Itirapina,Brazil,-22.25278,-47.82278,13229,89915456
Vetluzhskiy,Russian Federation,58.39016,45.46543,13229,136187624
Colonial Park,United States,40.30064,-76.80969,13229,840617991
Padstow,Australia,-33.95687,151.03191,13226,685267549
Alginet,Spain,39.26667,-0.46667,13226,357937803
Glenpool,United States,35.95537,-96.00888,13225,840363816
Santa Rita,Brazil,-3.86358,-43.85999,13224,89881472
Fruitville,United States,27.32977,-82.4576,13224,840300273
Juan L. Lacaze,Uruguay,-34.41888,-57.45285,13223,204142117
Miranda,Colombia,3.25283,-76.22924,13223,70515264
Red Hill,United States,33.99961,-79.2581,13223,840236729
Sakawa,Japan,33.50744,133.28478,13223,522822601
Red Hill,United States,33.82073,-79.01892,13223,840236729
Newhaven,United Kingdom,50.79693,0.05545,13222,532643490
Benissa,Spain,38.71492,0.04849,13221,357802487
Paso de los Toros,Uruguay,-32.81667,-56.51667,13221,204111241
Mawson Lakes,Australia,-34.81589,138.60809,13220,684956676
Marsfield,Australia,-33.77784,151.10574,13218,684853052
Malo,Italy,45.6591,11.41601,13218,418696039
Lindsay,United States,36.20301,-119.08816,13217,839855468
Almecatla,Mexico,19.14286,-98.23597,13217,110318365
Whitby,United Kingdom,54.48774,-0.61498,13213,532280928
Calera,United States,33.1029,-86.7536,13213,839601293
San Mateo Ixtatán,Guatemala,15.83194,-91.47806,13213,60823926
Severínia,Brazil,-20.80944,-48.80278,13212,89799910
Iwanai,Japan,42.97444,140.50889,13210,522308595
Rustington,United Kingdom,50.81027,-0.50674,13210,532160074
Aš,Czech Republic,50.22387,12.19499,13210,302934692
Ticuantepe,Nicaragua,12.02263,-86.20493,13209,25166536
Kombai,India,9.84745,77.29603,13209,25106436
Fiorenzuola d'Arda,Italy,44.92435,9.91329,13207,418347601
Vöhringen,Germany,48.27839,10.08236,13207,610274728
Karabudakhkent,Russian Federation,42.7087,47.56735,13207,135961142
Port Pirie,Australia,-33.19176,138.01746,13206,684231306
Carlos Chagas,Brazil,-17.70306,-40.76639,13206,89759129
Hösbach,Germany,50.00646,9.20765,13203,610089894
University Heights,United States,41.49783,-81.53735,13202,838902314
T’q’ibuli,Georgia,42.34772,42.99808,13201,56485241
Fanipol,Belarus,53.74998,27.33338,13200,84628207
Khoyniki,Belarus,51.8911,29.9552,13200,84628207
Murgab,Turkmenistan,37.49656,61.97142,13199,98987086
Zavitinsk,Russian Federation,50.11118,129.44156,13198,135868490
Eagleby,Australia,-27.68333,153.21667,13198,683816809
Carriere,United States,30.61686,-89.65256,13198,838648140
Ndioum,Senegal,16.51293,-14.64706,13198,19635421
Eldorado,Mexico,24.32444,-107.36722,13197,110151431
Pervomayskiy,Russian Federation,53.2485,40.2871,13196,135847901
Apricena,Italy,41.78629,15.44394,13195,417967487
Campbelltown,Australia,-34.06667,150.81667,13193,683557748
Atlantic Beach,United States,30.33441,-81.3987,13193,838330422
Pécel,Hungary,47.48962,19.34162,13193,209757463
Pradópolis,Brazil,-21.35944,-48.06556,13192,89663973
Knutsford,United Kingdom,53.30289,-2.37482,13191,531394666
Gmunden,Austria,47.91839,13.79933,13191,637489782
Kłobuck,Poland,50.90081,18.93674,13190,206505050
Beizheng,China,38.06047,114.07849,13189,138489718
Kharkhauda,India,28.83644,77.74159,13189,25068422
Miranda,Brazil,-20.24056,-56.37833,13189,89643583
Manoharpur,India,22.37456,85.19234,13189,25068422
Talodi,Sudan,10.63246,30.3797,13188,7853030
Novosergiyevka,Russian Federation,52.0934,53.6528,13188,135765544
Kodala,India,19.62425,84.94075,13187,25064621
Guibéroua,Ivory Coast,6.23869,-6.17147,13186,30666993
Correntina,Brazil,-13.34333,-44.63667,13186,89623192
Bouc-Bel-Air,France,43.45217,5.413,13184,514576271
Alaverdi,Armenia,41.09766,44.67316,13184,56262089
Atasū,Kazakhstan,48.68659,71.64469,13184,119390942
Meckenbeuren,Germany,47.7,9.56667,13183,609165726
Streator,United States,41.12087,-88.83535,13182,837631442
La Carlota,Spain,37.67359,-4.93122,13182,356747022
Lea Hill,United States,47.32621,-122.18151,13182,837631442
Casandrino,Italy,40.92845,14.24744,13179,417460667
Nova Gorica,Slovenia,45.95604,13.64837,13178,336267384
Bīkāpur,India,26.59534,82.13272,13177,25045614
Waianae,United States,21.43785,-158.18555,13177,837313725
Bad Bramstedt,Germany,53.9183,9.88424,13177,608888475
Goshāinganj,India,26.57115,82.38091,13176,25043713
Chauny,France,49.61514,3.21857,13176,514264028
Teays Valley,United States,38.45009,-81.9293,13175,837186637
Lone Tree,United States,39.55171,-104.8863,13175,837186637
Brandermill,United States,37.43209,-77.64971,13173,837059550
Wadersloh,Germany,51.73333,8.25,13173,608703641
Langtang,Nigeria,9.14164,9.79101,13172,27622902
Bülach,Switzerland,47.52197,8.54049,13172,1147242164
Soddy-Daisy,United States,35.2359,-85.19079,13171,836932463
Bella Unión,Uruguay,-30.25966,-57.59919,13171,203339320
Langelsheim,Germany,51.93789,10.33264,13169,608518808
Kazaure,Nigeria,12.64846,8.41178,13169,27616611
Snoqualmie,United States,47.52871,-121.82539,13169,836805376
Fostoria,United States,41.157,-83.41687,13167,836678289
Uyar,Russian Federation,55.8118,94.3247,13167,135549357
Amānganj,India,24.42664,80.03579,13167,25026607
Vasylivka,Ukraine,47.44218,35.28213,13166,46412303
Esperantinópolis,Brazil,-4.86667,-44.70833,13166,89487255
Oakland,United States,41.01315,-74.26431,13165,836551202
Coomera,Australia,-27.84333,153.33901,13165,682107008
Short Hills,United States,40.74788,-74.32543,13165,836551202
Joyabaj,Guatemala,14.99311,-90.80161,13164,60598363
Socuéllamos,Spain,39.28581,-2.79205,13163,356232822
Kihancha,Kenya,-1.19347,34.61967,13162,24194520
Ceyu,China,37.79222,114.08639,13161,138195707
Ylivieska,Finland,64.08333,24.55,13159,641807607
La Joya,Mexico,18.66667,-99.46667,13158,109825910
Tholey,Germany,49.48374,7.03691,13157,607964307
Boromo,Burkina Faso,11.74542,-2.93006,13157,10932482
Wiesmoor,Germany,53.41667,7.73333,13157,607964307
Wayland,United States,42.3626,-71.36145,13155,835915766
Nūrmahal,India,31.09662,75.59386,13154,25001897
Bayview Woods-Steeles,Canada,43.7968,-79.38212,13154,569018051
Raynham,United States,41.94871,-71.0731,13153,835788679
Bohmte,Germany,52.36667,8.31667,13153,607779473
Aguié,Niger,13.50601,7.77863,13152,7431687
Oosterzele,Belgium,50.95261,3.79826,13151,586460666
Pilisvörösvár,Hungary,47.61386,18.90893,13150,209073800
Taiynsha,Kazakhstan,53.84796,69.76773,13148,119064935
Einsiedeln,Switzerland,47.12849,8.74735,13148,1145151835
Nordstemmen,Germany,52.16196,9.7835,13148,607548431
Tucuran,Philippines,7.8524,123.5743,13148,43373015
Coatesville,United States,39.98316,-75.82384,13148,835470961
Nako,Lesotho,-29.61667,27.76667,13146,11318897
Clayton,United States,39.86311,-84.3605,13146,835343874
Mottola,Italy,40.6389,17.03432,13146,416415353
Dokkum,Netherlands,53.32224,5.99697,13145,688760099
McPherson,United States,38.37084,-97.66421,13144,835216786
Crowley,United States,30.21409,-92.37458,13144,835216786
Nieuw Nickerie,Suriname,5.92606,-56.97297,13143,85313041
Włodawa,Poland,51.55,23.55,13142,205753553
Pervomayskiy,Russian Federation,51.67013,115.62543,13141,135281696
Treuchtlingen,Germany,48.95473,10.90833,13141,607224972
Fraserburgh,United Kingdom,57.68744,-2.01844,13140,529340149
Mayfield,United Kingdom,55.87172,-3.03875,13140,529340149
Divriği,Turkey,39.371,38.1137,13139,112183003
San Gregorio Cuautzingo,Mexico,19.25962,-98.85742,13138,109658976
Bålsta,Sweden,59.5671,17.52781,13138,686582649
Mazıdağı,Turkey,37.47801,40.48152,13138,112174465
Harrison,United States,36.22979,-93.10768,13138,834835525
Campina Verde,Brazil,-19.53791,-49.48813,13137,89290147
Gravelines,France,50.98651,2.12807,13137,512741844
Prince Albert,South Africa,-33.22476,22.02673,13136,66871633
Aubenas,France,44.61975,4.39033,13134,512624753
Eynesil,Turkey,41.06436,39.14274,13133,112131774
Bolbec,France,49.57321,0.47339,13133,512585723
Svetlyy Yar,Russian Federation,48.4748,44.78096,13131,135178750
Burladingen,Germany,48.29111,9.11286,13131,606762887
‘Ein Māhil,Israel,32.72304,35.35303,13130,572606078
Saddle Brook,United States,40.89899,-74.09264,13130,834327176
North Perth,Canada,43.7251,-80.96723,13130,567979855
Lugovoye,Kazakhstan,42.9101,72.72066,13128,118883820
I‘billīn,Israel,32.82233,35.19271,13128,572518857
Nogent-le-Rotrou,France,48.32157,0.82177,13128,512390571
Poděbrady,Czech Republic,50.14242,15.11881,13128,301054249
Târgu Ocna,Romania,46.27899,26.61301,13127,169286955
Eichstätt,Germany,48.88854,11.19675,13125,606485637
Sajószentpéter,Hungary,48.21667,20.71667,13125,208676321
Ketsch,Germany,49.36778,8.53111,13124,606439428
Villasis,Philippines,15.90167,120.58833,13122,43287245
Isoka,Zambia,-10.16062,32.63353,13122,13790163
Lānja,India,16.86086,73.54993,13121,24939174
Nosivka,Ukraine,50.93152,31.58282,13120,46250145
Ogíjares,Spain,37.11913,-3.60772,13119,355042041
Liuli,Tanzania,-11.08333,34.63333,13119,13706609
Plouzané,France,48.38131,-4.61805,13118,512000267
Dorado,Puerto Rico,18.45883,-66.26767,13117,423560013
Bellefontaine,United States,40.36116,-83.75966,13117,833501110
Bahçe,Turkey,37.19724,36.57658,13117,111995164
Torrijos,Spain,39.98195,-4.28349,13117,354987915
Malu,China,21.65,107.95,13117,137733689
Black Forest,United States,39.01305,-104.70081,13116,833437566
Taldom,Russian Federation,56.73333,37.53333,13112,134983152
Starovelichkovskaya,Russian Federation,45.42884,38.73261,13111,134972858
Herbrechtingen,Germany,48.62173,10.176,13110,605792510
Milngavie,United Kingdom,55.94071,-4.32311,13110,528131610
Saviano,Italy,40.90507,14.50498,13110,415275010
Holywood,United Kingdom,54.63863,-5.82473,13109,528091326
Bétérou,Benin,9.19916,2.25855,13108,16922965
Payocpoc Sur,Philippines,16.49444,120.32806,13107,43237763
Santiago Tianguistenco de Galeana,Mexico,19.18024,-99.46644,13106,109391881
Missão Velha,Brazil,-7.24972,-39.14306,13106,89079445
Amilly,France,47.97281,2.77186,13106,511531903
Rosales,Philippines,15.89444,120.63278,13105,43231165
Surab,Pakistan,28.49276,66.25999,13104,15642682
Gurdaha,India,22.73472,88.75944,13103,24904961
Jurbarkas,Lithuania,55.07556,22.76416,13102,262008457
Ridgefield Park,United States,40.85704,-74.02153,13102,832547956
Perleberg,Germany,53.07583,11.85739,13102,605422843
Gurh,India,24.50265,81.50037,13102,24903061
Hetton-Le-Hole,United Kingdom,54.81667,-1.45,13100,527728764
Santa María del Río,Mexico,21.79615,-100.73815,13099,109333454
Chandia,India,23.65647,80.70911,13099,24897359
Bucerías,Mexico,20.75626,-105.33438,13098,109325108
Löningen,Germany,52.73678,7.75809,13096,605145592
Araçoiaba,Brazil,-7.79028,-35.09083,13095,89004679
Halls Head,Australia,-32.54315,115.69665,13094,678428345
Grovetown,United States,33.45042,-82.19818,13093,831976064
Stenungsund,Sweden,58.07046,11.8181,13093,684230981
Marumori,Japan,37.91667,140.76667,13092,517643007
Szigethalom,Hungary,47.32228,19.00262,13092,208151649
Bardstown,United States,37.80923,-85.4669,13091,831848977
Windham,United States,42.80064,-71.30423,13091,831848977
Altınekin,Turkey,38.30778,32.86861,13090,111764633
Pitkyaranta,Russian Federation,61.5734,31.47915,13090,134756670
Santa Maria de Jetibá,Brazil,-20.02745,-40.74336,13090,88970695
Worthington,United States,43.61996,-95.5964,13090,831785433
Uttoxeter,United Kingdom,52.89838,-1.86488,13089,527285633
Kānor,India,24.43437,74.26546,13089,24878351
Buloh Kasap,Malaysia,2.5536,102.764,13088,136138680
Phai Sali,Thailand,15.60003,100.64937,13088,94090180
Gvardeysk,Russian Federation,54.64772,21.06513,13088,134736081
Wurno,Nigeria,13.29048,5.42373,13087,27444649
Sala,Sweden,59.91993,16.60655,13087,683917425
Lavello,Italy,41.04769,15.78915,13086,414514781
Lymanka,Ukraine,46.38564,30.67736,13085,46126764
Castellammare del Golfo,Italy,38.02653,12.88183,13085,414483104
Florida City,United States,25.44789,-80.47922,13085,831467715
Stiring-Wendel,France,49.20198,6.9317,13085,510712265
Itacarambi,Brazil,-15.10222,-44.09194,13084,88929914
Phimai,Thailand,15.22324,102.49473,13084,94061423
Ashti,India,19.37671,76.2252,13084,24868848
Roudnice nad Labem,Czech Republic,50.42528,14.26175,13084,300045231
Pawai,India,24.26635,80.16196,13083,24866947
El Doncello,Colombia,1.67817,-75.28466,13082,69763343
Commerce,United States,34.00057,-118.15979,13081,831213541
Lutayan,Philippines,6.6189,124.88156,13080,43148694
Driffield,United Kingdom,54.00613,-0.44495,13080,526923071
Tornesch,Germany,53.7,9.71667,13079,604360049
Bocanda,Ivory Coast,7.06264,-4.49948,13079,30418140
Melfi,Italy,40.99571,15.65578,13079,414293047
Maçka,Turkey,40.81072,39.60465,13078,111662175
Rumilly,France,45.86116,5.94513,13077,510400023
Dalcahue,Chile,-42.37845,-73.65011,13076,173017764
Bad Freienwalde,Germany,52.7873,14.0304,13075,604175215
Velen,Germany,51.89447,6.98807,13074,604129007
La Grande,United States,45.32458,-118.08772,13074,830768736
Chard,United Kingdom,50.8727,-2.96597,13074,526681363
Centro de Readaptación Social,Mexico,20.55444,-103.19361,13071,109099747
Ikwiriri,Tanzania,-7.95618,38.97164,13071,13656459
Rabka-Zdrój,Poland,49.60889,19.96654,13071,204641964
Saint Marys,United States,41.42784,-78.56086,13070,830514562
Hilpoltstein,Germany,49.19047,11.1906,13069,603897965
Stocksbridge,United Kingdom,53.48249,-1.59373,13069,526479940
Goodmayes,United Kingdom,51.56288,0.11068,13069,526479940
Plön,Germany,54.16241,10.42333,13068,603851756
Stoughton,United States,42.91695,-89.21789,13067,830323931
Shāhpur,India,23.89371,79.05074,13066,24834635
Kingsgate,United States,47.72704,-122.17957,13065,830196844
Tavricheskoye,Russian Federation,54.58508,73.6395,13063,134478715
Ceres,Argentina,-29.881,-61.94504,13063,110276794
Geneva,United States,42.86896,-76.97774,13062,830006213
Adi Keyh,Eritrea,14.84444,39.37722,13061,8391800
Meadville,United States,41.64144,-80.15145,13061,829942669
Milnrow,United Kingdom,53.61115,-2.11266,13061,526157663
Lockhart,United States,28.61944,-81.44257,13060,829879126
Harwich,United States,41.68622,-70.07585,13059,829815582
Dhemāji,India,27.48333,94.58333,13058,24819430
Birbhaddar,India,30.0712,78.28189,13058,24819430
Bazou,Cameroon,5.06001,10.46751,13058,19578811
Lacombe,Canada,52.46681,-113.7353,13057,564822008
Graulhet,France,43.76688,1.98938,13057,509619415
Dabola,Guinea,10.7433,-11.10778,13057,15590552
Thônex,Switzerland,46.18815,6.19904,13057,1137226005
Bulanash,Russian Federation,57.27825,61.9965,13056,134406653
Sainte-Luce-sur-Loire,France,47.25508,-1.48269,13056,509580385
Vikāsnagar,India,30.46944,77.77275,13055,24813727
Balatonfüred,Hungary,46.96188,17.87187,13055,207563381
Guerrero Negro,Mexico,27.96891,-114.04427,13054,108957853
San Carlos,Mexico,17.55221,-91.15408,13054,108957853
Markranstädt,Germany,51.30146,12.2202,13053,603158630
Kodumudi,India,11.07751,77.88363,13053,24809926
Redfern,Australia,-33.89279,151.20415,13052,676252234
Bunkeflostrand,Sweden,55.54478,12.92375,13048,681879312
Bacup,United Kingdom,53.70336,-2.2007,13047,525593678
South Charleston,United States,38.36843,-81.69957,13045,828925972
Bŭston,Tajikistan,40.52286,69.33307,13043,11205736
Medway,United States,42.14176,-71.39673,13042,828735342
Shahritus,Tajikistan,37.26206,68.13849,13042,11204877
Quepem,India,15.2128,74.0772,13041,24787118
Marshall,United States,39.12308,-93.19687,13039,828544711
Albion Park,Australia,-34.57132,150.77568,13039,675578676
Nybro,Sweden,56.74461,15.90714,13039,681408978
Santa Fe,United States,29.37801,-95.10576,13037,828417624
Wehr,Germany,47.62983,7.90423,13037,602419295
Macará,Ecuador,-4.38181,-79.9437,13035,73001079
Sorsk,Russian Federation,54.00333,90.24667,13035,134190466
Newton,United States,35.66986,-81.22147,13035,828290536
Osterley,United Kingdom,51.48026,-0.35401,13031,524949124
Rojhan,Pakistan,28.68735,69.9535,13031,15555540
Balancán,Mexico,17.80903,-91.53682,13030,108757532
Abarán,Spain,38.20551,-1.39907,13030,352633417
Espera Feliz,Brazil,-20.65028,-41.90722,13030,88562884
Shuiyang,China,33.74844,106.10278,13029,136809654
Zangguy,China,37.28333,78.76667,13027,136788654
Ormara,Pakistan,25.21018,64.63626,13026,15549571
Codcod,Philippines,10.46337,123.2495,13026,42970558
Cuevas del Almanzora,Spain,37.29678,-1.88218,13025,352498101
Merate,Italy,45.68858,9.4208,13024,412550856
Ishtixon Shahri,Uzbekistan,39.96639,66.48611,13024,21955403
Châteaubriant,France,47.71675,-1.37643,13024,508331413
Holborn,United Kingdom,51.51753,-0.12045,13023,524626847
North Auburn,United States,38.93129,-121.08189,13022,827464470
Værløse,Denmark,55.78251,12.36856,13022,795166507
Veintidós de Febrero,Mexico,19.61139,-99.34667,13021,108682412
Tehachapi,United States,35.13219,-118.44897,13021,827400926
Dankaur,India,28.35121,77.55508,13020,24747203
Thisted,Denmark,56.95523,8.69491,13020,795044380
Saint Ann,United States,38.72727,-90.38317,13020,827337383
Brackley,United Kingdom,52.03333,-1.15,13018,524425423
Dicle,Turkey,38.36571,40.0645,13017,111141347
Drongen,Belgium,51.05067,3.65649,13016,580440425
Endicott,United States,42.09841,-76.04937,13014,826956121
Thonotosassa,United States,28.06141,-82.30231,13014,826956121
Ndago,Tanzania,-4.6,34.35,13012,13594816
Vilkaviskis,Lithuania,54.65167,23.03222,13011,260188676
Butler,Australia,-31.64298,115.70431,13011,674127936
Vostochnyy,Russian Federation,55.81667,37.86667,13011,133943395
Arrochar,United States,40.59844,-74.07264,13010,826701947
Ferndale,United States,48.8465,-122.59101,13010,826701947
Connersville,United States,39.64116,-85.14107,13010,826701947
Chelmsley Wood,United Kingdom,52.4781,-1.73813,13010,524103146
Rantoul,United States,40.30837,-88.15588,13008,826574860
Middleburg,United States,30.06885,-81.86038,13008,826574860
Yavoriv,Ukraine,49.93864,23.38254,13008,45855327
Kilinochchi,Sri Lanka,9.3961,80.3982,13006,47888592
Greenville,United States,40.10283,-84.63301,13006,826447773
Toboso,Philippines,10.71435,123.5162,13006,42904581
Santa Lucía Milpas Altas,Guatemala,14.57655,-90.67632,13001,59848018
Valmontone,Italy,41.77323,12.91856,13001,411822303
Turgen,Kazakhstan,43.40056,77.59333,13000,117724685
Rāwah,Iraq,34.48229,41.91898,13000,54047298
Balchik,Bulgaria,43.42166,28.15848,13000,129685140
Antsirabe Afovoany,Madagascar,-15.95,48.96667,13000,6441375
Oamaru,New Zealand,-45.09758,170.97087,13000,539213284
Cherven Bryag,Bulgaria,43.27884,24.08251,13000,129685140
Tranovaho,Madagascar,-25.3,44.96667,13000,6441375
Shadow Hills,United States,34.26195,-118.35175,13000,826066511
Saint Simons Island,United States,31.15051,-81.36954,13000,826066511
Broadfield,United Kingdom,51.09714,-0.20664,13000,523700300
Pellaro,Italy,38.01667,15.65,13000,411790627
Mŭynoq,Uzbekistan,43.76833,59.02139,13000,21914944
Ifrane,Morocco,31.70217,-6.3494,13000,39753333
Ga-Kgapane,South Africa,-23.64378,30.22324,13000,66179295
Maslyanino,Russian Federation,54.34361,84.21111,13000,133830154
Fannūj,Iran,26.57583,59.63972,13000,29673174
Abbey Wood,United Kingdom,51.48688,0.10747,13000,523700300
Luzilândia,Brazil,-3.45778,-42.37028,12999,88352182
Grave,Netherlands,51.75902,5.73882,12999,681110120
Matipó,Brazil,-20.28389,-42.34111,12996,88331792
’Aïn el Hadjar,Algeria,34.75846,0.14528,12996,43021783
Franeker,Netherlands,53.18546,5.54123,12996,680952929
Prospect,Australia,-34.88241,138.5933,12995,673298942
Champasak,Laos,14.89204,105.87787,12994,34176868
Mashava,Zimbabwe,-20.03665,30.48225,12994,14659970
Woodward,United States,36.43365,-99.39039,12993,825621706
Rochester,United States,42.68059,-83.13382,12993,825621706
Krzyki,Poland,51.07085,16.99475,12993,203420782
Lengede,Germany,52.20487,10.30775,12993,600386124
Welver,Germany,51.61667,7.96667,12993,600386124
Şūrīf,Israel,31.65078,35.06439,12992,566587827
Key Biscayne,United States,25.69371,-80.16282,12990,825431075
Bijni,India,26.49588,90.70298,12990,24690181
Na Wa,Thailand,17.4897,104.10056,12989,93378464
Porcia,Italy,45.96301,12.61642,12987,411378837
Korneuburg,Austria,48.35,16.33333,12986,627582618
Adria,Italy,45.05445,12.05599,12986,411347160
Kokofata,Mali,12.88333,-9.95,12985,11153022
Claremont,United States,43.37674,-72.34676,12984,825049814
Feira Nova,Brazil,-7.95083,-35.38917,12984,88250230
Flitwick,United Kingdom,52.00338,-0.49472,12983,523015461
St Kilda East,Australia,-37.86594,145.00018,12983,672677196
Certaldo,Italy,43.54768,11.03924,12981,411188779
Jimboomba,Australia,-27.83118,153.02737,12981,672573572
Superior,United States,39.95276,-105.1686,12980,824795640
Bisee,Saint Lucia,14.02429,-60.97445,12980,120404009
Auburn,United States,41.36699,-85.05886,12979,824732096
Adolfo Ruiz Cortines,Mexico,25.70275,-108.71975,12978,108323503
Gräfelfing,Germany,48.11878,11.42939,12978,599692998
Zürich (Kreis 4) / Hard,Switzerland,47.38311,8.50942,12976,1130171145
Khusropur,India,25.48174,85.38492,12976,24663572
Monte di Procida,Italy,40.79809,14.05023,12975,410998722
Saint Augustine,United States,29.89469,-81.31452,12975,824477922
Sawa Sawa,Kenya,-4.47166,39.48463,12975,23850774
Zhovkva,Ukraine,50.05825,23.9726,12973,45731946
Polazna,Russian Federation,58.2922,56.4156,12973,133552199
Vejer de la Frontera,Spain,36.25213,-5.96717,12973,351090815
Powell,United States,40.15784,-83.07519,12972,824287291
Caririaçu,Brazil,-7.04222,-39.28361,12971,88161871
Arona,Italy,45.7589,8.55715,12970,410840341
Limavady,United Kingdom,55.05045,-6.95074,12970,522491761
Wetzikon,Switzerland,47.3264,8.79779,12969,1129561466
Justice,United States,41.74448,-87.83783,12968,824033117
Kujama,Nigeria,10.45767,7.63808,12967,27192998
Valfin-lès-Saint-Claude,France,46.43758,5.85513,12966,506067653
Kirchhundem,Germany,51.08556,8.08893,12966,599138497
West Monroe,United States,32.51848,-92.14764,12966,823906030
Glen Carbon,United States,38.74838,-89.98316,12966,823906030
Malibu,United States,34.02577,-118.7804,12965,823842486
College,United States,64.85694,-147.80278,12964,823778942
Stahnsdorf,Germany,52.38333,13.21667,12964,599046080
Okeho,Nigeria,8.03453,3.34759,12964,27186707
Borger,United States,35.66782,-101.39739,12964,823778942
Ilgaz,Turkey,40.92511,33.62586,12963,110680286
Çelikhan,Turkey,38.0256,38.23665,12961,110663209
Shiloh,United States,38.56144,-89.89732,12961,823588312
Beaumaris,Australia,-37.98534,145.03361,12959,671433704
Madanpur,India,23.00589,88.49168,12959,24631260
Terra Boa,Brazil,-23.76806,-52.44417,12958,88073512
Bāli Chak,India,22.36482,87.55304,12957,24627458
Rāja Sānsi,India,31.72021,74.8008,12957,24627458
Portage la Prairie,Canada,49.97282,-98.29263,12957,560496191
Ettaiyapuram,India,9.14405,77.99066,12956,24625557
Fort Drum,United States,44.05843,-75.76189,12955,823207050
Ambarès-et-Lagrave,France,44.92737,-0.49141,12955,505638319
Selyatino,Russian Federation,55.51514,36.97746,12954,133356601
Presidente Bernardes,Brazil,-22.00611,-51.55306,12953,88039527
Sint-Gillis-bij-Dendermonde,Belgium,51.01905,4.11146,12953,577630980
Tarashcha,Ukraine,49.55883,30.49967,12952,45657918
Feijó,Brazil,-8.1654,-70.35486,12951,88025934
San Sebastián Chimalpa,Mexico,19.38151,-98.95505,12951,108098143
Heist,Belgium,51.33867,3.23882,12951,577541791
Alora,Spain,36.82358,-4.70575,12951,350495424
Khorol,Ukraine,49.78286,33.27184,12950,45650867
Labuan,Philippines,7.09972,121.90417,12949,42716548
San Julián,Mexico,21.01035,-102.17967,12949,108081449
Kleinblittersdorf,Germany,49.1578,7.03734,12948,598306745
Saruhanlı,Turkey,38.73455,27.56811,12947,110543675
Adolfo Ruíz Cortínes,Mexico,25.75,-108.75,12947,108064756
Monschau,Germany,50.55462,6.24001,12945,598168120
Sprimont,Belgium,50.50922,5.6595,12945,577274225
Wendo,Ethiopia,6.6,38.41667,12945,12120927
Balwyn,Australia,-37.80914,145.0789,12944,670656522
Simga,India,21.6281,81.70376,12944,24602749
Grass Valley,United States,39.21906,-121.06106,12944,822508071
Río Grande,Mexico,16.01079,-97.43574,12943,108031369
Newington,United States,38.73845,-77.18498,12943,822444527
Greenwich,United States,41.02649,-73.62846,12942,822380984
Cinderford,United Kingdom,51.82421,-2.4987,12942,521363791
Sūf,Jordan,32.31372,35.83713,12942,55427555
Lakeland North,United States,47.33343,-122.27695,12942,822380984
Kingston,United States,41.26175,-75.89686,12941,822317440
Fulton,United States,38.84671,-91.94796,12939,822190353
Pyŏksŏng-ŭp,North Korea,38.0475,125.55667,12937,14365393
Cafarnaum,Brazil,-11.69361,-41.46833,12937,87930778
Golub-Dobrzyń,Poland,53.11087,19.05381,12937,202544036
Monsummano Terme,Italy,43.8672,10.81295,12935,409731674
Arbon,Switzerland,47.51667,9.43333,12933,1126425972
Kalecik,Turkey,40.09722,33.40833,12932,110415602
